ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
218814_s_at	1.52e-03	5.92e-04	-3.5414087	-1.134799	-0.1317298	TMEM206	transmembrane protein 206
220225_at	1.52e-03	5.93e-04	3.5412791	-1.13521	0.38497621	IRX4	iroquois homeobox 4
203894_at	1.52e-03	5.93e-04	3.5411734	-1.135545	0.13807944	TUBG2	tubulin gamma 2
202411_at	1.52e-03	5.93e-04	3.541147	-1.135629	0.65495261	IFI27	interferon alpha inducible protein 27
201311_s_at	1.53e-03	5.95e-04	-3.5403566	-1.138136	-0.44163521	SH3BGRL	SH3 domain binding glutamate rich protein like
214586_at	1.53e-03	5.97e-04	-3.5389874	-1.142477	-0.04587864	GPR37	G protein-coupled receptor 37
215098_at	1.54e-03	5.99e-04	-3.538267	-1.144761	-0.1261068	RXRB	retinoid X receptor beta
212686_at	1.54e-03	6.01e-04	3.5373932	-1.14753	0.22643466	PPM1H	protein phosphatase, Mg2+/Mn2+ dependent 1H
214874_at	1.54e-03	6.01e-04	-3.5373729	-1.147595	-0.1041854	PKP4	plakophilin 4
209419_at	1.54e-03	6.01e-04	-3.5373194	-1.147764	-0.04869675	THOC5	THO complex 5
202623_at	1.54e-03	6.01e-04	3.5372552	-1.147968	0.24991747	EAPP	E2F associated phosphoprotein
213506_at	1.54e-03	6.01e-04	3.5371808	-1.148203	0.67938227	F2RL1	F2R like trypsin receptor 1
210233_at	1.54e-03	6.02e-04	3.5367425	-1.149593	0.20383012	IL1RAP	interleukin 1 receptor accessory protein
201965_s_at	1.54e-03	6.02e-04	3.5367234	-1.149653	0.21905364	SETX	senataxin
208707_at	1.55e-03	6.02e-04	-3.5365493	-1.150205	-0.14706053	EIF5	eukaryotic translation initiation factor 5
216802_at	1.55e-03	6.03e-04	-3.5363835	-1.15073	-0.07058883		
220666_at	1.55e-03	6.03e-04	-3.5362464	-1.151164	-0.04047844		
202839_s_at	1.55e-03	6.04e-04	-3.5357506	-1.152735	-0.18699961	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7
213751_at	1.55e-03	6.05e-04	-3.5353693	-1.153943	-0.08956294	PPP1R37	protein phosphatase 1 regulatory subunit 37
214435_x_at	1.55e-03	6.05e-04	-3.5352127	-1.154439	-0.56381737	RALA	RALA Ras like proto-oncogene A
201508_at	1.55e-03	6.05e-04	3.5350838	-1.154848	0.41412297	IGFBP4	insulin like growth factor binding protein 4
207286_at	1.55e-03	6.06e-04	3.5349437	-1.155291	0.14975955	CEP135	centrosomal protein 135
203895_at	1.55e-03	6.06e-04	-3.5348997	-1.155431	-0.36801601	PLCB4	phospholipase C beta 4
204440_at	1.55e-03	6.06e-04	3.5348573	-1.155565	0.16302227	CD83	CD83 molecule
221275_s_at	1.55e-03	6.06e-04	-3.5346445	-1.156239	-0.11482521		
204683_at	1.55e-03	6.06e-04	-3.5345267	-1.156612	-0.23090989	ICAM2	intercellular adhesion molecule 2
201875_s_at	1.55e-03	6.07e-04	3.5344204	-1.156949	0.16568648	MPZL1	myelin protein zero like 1
221145_at	1.55e-03	6.07e-04	-3.5343938	-1.157033	-0.07993552		
218939_at	1.56e-03	6.07e-04	-3.5340297	-1.158186	-0.1093446	LETM1	leucine zipper and EF-hand containing transmembrane protein 1
203867_s_at	1.56e-03	6.07e-04	3.5340199	-1.158217	0.19636854	NLE1	notchless homolog 1
212166_at	1.56e-03	6.08e-04	3.5339285	-1.158507	0.15759866	XPO7	exportin 7
219484_at	1.56e-03	6.08e-04	-3.5338448	-1.158772	-0.12756826	HCFC2	host cell factor C2
210973_s_at	1.56e-03	6.08e-04	-3.5338305	-1.158817	-0.21887885	FGFR1	fibroblast growth factor receptor 1
217020_at	1.56e-03	6.09e-04	-3.5334021	-1.160174	-0.12596283	RARB	retinoic acid receptor beta
203483_at	1.56e-03	6.09e-04	-3.5333312	-1.160398	-0.11179947	SEMA4G	semaphorin 4G
208636_at	1.56e-03	6.10e-04	3.532872	-1.161852	0.43987148	ACTN1	actinin alpha 1
200804_at	1.56e-03	6.10e-04	-3.5328505	-1.16192	-0.21746924	TMBIM6	transmembrane BAX inhibitor motif containing 6
214772_at	1.56e-03	6.11e-04	3.5323805	-1.163408	0.16401488	KIAA1549L	KIAA1549 like
220558_x_at	1.56e-03	6.12e-04	-3.5320003	-1.164611	-0.11271264	TSPAN32	tetraspanin 32
209157_at	1.57e-03	6.13e-04	-3.531523	-1.166122	-0.2411808	DNAJA2	DnaJ heat shock protein family (Hsp40) member A2
201392_s_at	1.57e-03	6.13e-04	3.5315216	-1.166127	0.25514551	IGF2R	insulin like growth factor 2 receptor
215687_x_at	1.57e-03	6.13e-04	-3.531458	-1.166328	-0.14188245	PLCB1	phospholipase C beta 1
208220_x_at	1.57e-03	6.13e-04	-3.5313892	-1.166546	-0.10645654	AMELY	amelogenin, Y-linked
204517_at	1.57e-03	6.13e-04	-3.5311373	-1.167343	-0.31886319	PPIC	peptidylprolyl isomerase C
205936_s_at	1.57e-03	6.15e-04	3.5304996	-1.169361	0.14133421	HK3	hexokinase 3
216261_at	1.57e-03	6.15e-04	-3.5302141	-1.170265	-0.09872801	ITGB3	integrin subunit beta 3
214938_x_at	1.57e-03	6.16e-04	3.5299651	-1.171052	0.19373515	HMGB1	high mobility group box 1
215559_at	1.57e-03	6.16e-04	-3.5298801	-1.171321	-0.09428638	LOC101930322///ABCC6	multidrug resistance-associated protein 6-like///ATP binding cassette subfamily C member 6
216129_at	1.57e-03	6.16e-04	-3.5298509	-1.171413	-0.13478656	ATP9A	ATPase phospholipid transporting 9A (putative)
201598_s_at	1.58e-03	6.16e-04	3.529672	-1.171979	0.2060473	INPPL1	inositol polyphosphate phosphatase like 1
215409_at	1.58e-03	6.17e-04	-3.5292634	-1.173272	-0.10326759	LPCAT4	lysophosphatidylcholine acyltransferase 4
210530_s_at	1.58e-03	6.18e-04	3.5291128	-1.173749	0.13887645	NR2C1	nuclear receptor subfamily 2 group C member 1
210553_x_at	1.58e-03	6.18e-04	-3.5288628	-1.174539	-0.10468182	LOC100507472///PCSK6	uncharacterized LOC100507472///proprotein convertase subtilisin/kexin type 6
205347_s_at	1.58e-03	6.19e-04	3.5285811	-1.175431	0.31880476	TMSB15B///TMSB15A	thymosin beta 15B///thymosin beta 15a
218852_at	1.59e-03	6.21e-04	3.5275368	-1.178733	0.30361089	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma
202652_at	1.59e-03	6.22e-04	-3.5272318	-1.179698	-0.13853465	APBB1	amyloid beta precursor protein binding family B member 1
203669_s_at	1.59e-03	6.23e-04	-3.5266253	-1.181615	-0.21362172	DGAT1	diacylglycerol O-acyltransferase 1
219928_s_at	1.59e-03	6.23e-04	3.5264921	-1.182036	0.2835783	CABYR	calcium binding tyrosine phosphorylation regulated
209461_x_at	1.60e-03	6.25e-04	3.5255904	-1.184887	0.23151412	WDR18	WD repeat domain 18
221711_s_at	1.60e-03	6.25e-04	3.5255042	-1.185159	0.17102705	BABAM1	BRISC and BRCA1 A complex member 1
215782_at	1.60e-03	6.25e-04	-3.5254544	-1.185317	-0.07260026	RAB40AL	RAB40A, member RAS oncogene family-like
201151_s_at	1.60e-03	6.26e-04	3.5250067	-1.186732	0.46897986	MBNL1	muscleblind like splicing regulator 1
205524_s_at	1.60e-03	6.27e-04	-3.5248857	-1.187114	-0.14779433	HAPLN1	hyaluronan and proteoglycan link protein 1
210214_s_at	1.60e-03	6.27e-04	3.5247312	-1.187603	0.12519259	BMPR2	bone morphogenetic protein receptor type 2
215674_at	1.60e-03	6.27e-04	-3.5245892	-1.188051	-0.06478101		
37145_at	1.60e-03	6.27e-04	3.5245315	-1.188234	0.35079435	GNLY	granulysin
212492_s_at	1.60e-03	6.28e-04	-3.5240585	-1.189728	-0.21959736	KDM4B	lysine demethylase 4B
212409_s_at	1.60e-03	6.29e-04	-3.5238182	-1.190488	-0.22070645	TOR1AIP1	torsin 1A interacting protein 1
214108_at	1.61e-03	6.30e-04	-3.5234234	-1.191735	-0.10331783	MAX	MYC associated factor X
222295_x_at	1.61e-03	6.30e-04	-3.5231041	-1.192744	-0.07514483		
219079_at	1.61e-03	6.31e-04	3.5229362	-1.193274	0.18849366	CYB5R4	cytochrome b5 reductase 4
214212_x_at	1.61e-03	6.31e-04	-3.5225714	-1.194426	-0.38682108	FERMT2	fermitin family member 2
216654_at	1.62e-03	6.35e-04	-3.5208757	-1.199782	-0.09672083	TNXB	tenascin XB
202698_x_at	1.62e-03	6.35e-04	-3.5208343	-1.199912	-0.17585004	COX4I1	cytochrome c oxidase subunit 4I1
216896_at	1.62e-03	6.38e-04	-3.5196402	-1.203682	-0.05929853	COL4A3	collagen type IV alpha 3 chain
216748_at	1.63e-03	6.39e-04	-3.5190213	-1.205636	-0.12043101	PYHIN1	pyrin and HIN domain family member 1
201284_s_at	1.63e-03	6.40e-04	-3.5186036	-1.206954	-0.20418392	APEH	acylaminoacyl-peptide hydrolase
211358_s_at	1.63e-03	6.41e-04	3.5181873	-1.208268	0.16651393	CIZ1	CDKN1A interacting zinc finger protein 1
213865_at	1.63e-03	6.41e-04	3.5179135	-1.209132	0.14104595	DCBLD2	discoidin, CUB and LCCL domain containing 2
220816_at	1.63e-03	6.42e-04	3.5176839	-1.209856	0.22051755	LPAR3	lysophosphatidic acid receptor 3
202149_at	1.64e-03	6.42e-04	3.5174304	-1.210656	0.37973649	NEDD9	neural precursor cell expressed, developmentally down-regulated 9
212525_s_at	1.64e-03	6.43e-04	3.5172353	-1.211272	0.15041191	H2AFX	H2A histone family member X
216398_at	1.64e-03	6.45e-04	-3.5162715	-1.214312	-0.11586349	GYPB	glycophorin B (MNS blood group)
202389_s_at	1.64e-03	6.45e-04	-3.516126	-1.214771	-0.13366162	HTT	huntingtin
215223_s_at	1.64e-03	6.46e-04	3.5160181	-1.215112	0.50091782	LOC100129518///SOD2	uncharacterized LOC100129518///superoxide dismutase 2, mitochondrial
202968_s_at	1.64e-03	6.46e-04	3.5159329	-1.21538	0.24711077	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2
212329_at	1.64e-03	6.46e-04	-3.5159304	-1.215388	-0.18302143	SCAP	SREBF chaperone
216512_s_at	1.64e-03	6.46e-04	-3.5156369	-1.216314	-0.12553972	DCT	dopachrome tautomerase
209243_s_at	1.65e-03	6.47e-04	-3.515418	-1.217004	-0.13987932	PEG3	paternally expressed 3
218560_s_at	1.65e-03	6.47e-04	-3.5154092	-1.217032	-0.11671464	JMJD4	jumonji domain containing 4
213617_s_at	1.65e-03	6.47e-04	3.5152017	-1.217686	0.29738506	TPGS2	tubulin polyglutamylase complex subunit 2
206850_at	1.65e-03	6.48e-04	-3.5149281	-1.218549	-0.12524514	RASL10A	RAS like family 10 member A
217725_x_at	1.65e-03	6.49e-04	3.5146451	-1.219441	0.28250469	SERBP1	SERPINE1 mRNA binding protein 1
219212_at	1.65e-03	6.49e-04	3.5146233	-1.21951	0.28756304	HSPA14	heat shock protein family A (Hsp70) member 14
220173_at	1.66e-03	6.51e-04	-3.5135215	-1.222984	-0.15517818	BBOF1	basal body orientation factor 1
211810_s_at	1.66e-03	6.52e-04	3.5131193	-1.224252	0.11147267	GALC	galactosylceramidase
36129_at	1.66e-03	6.52e-04	-3.5129195	-1.224882	-0.14145638	SGSM2	small G protein signaling modulator 2
207844_at	1.66e-03	6.53e-04	-3.5127943	-1.225276	-0.1142294	IL13	interleukin 13
213954_at	1.66e-03	6.53e-04	3.512777	-1.225331	0.08757809	FAM169A	family with sequence similarity 169 member A
208717_at	1.66e-03	6.53e-04	3.5125976	-1.225896	0.20571966	OXA1L	OXA1L, mitochondrial inner membrane protein
206131_at	1.66e-03	6.55e-04	-3.511857	-1.22823	-0.12013714	CLPS	colipase
203188_at	1.66e-03	6.55e-04	-3.5115892	-1.229074	-0.20965177	B4GAT1	beta-1,4-glucuronyltransferase 1
210859_x_at	1.66e-03	6.55e-04	3.5114773	-1.229426	0.19186644	CLN3	CLN3, battenin
204105_s_at	1.66e-03	6.56e-04	3.5114701	-1.229449	0.39184929	NRCAM	neuronal cell adhesion molecule
217405_x_at	1.67e-03	6.56e-04	-3.511305	-1.229969	-0.12602175	GPLD1	glycosylphosphatidylinositol specific phospholipase D1
203678_at	1.67e-03	6.58e-04	3.5104083	-1.232795	0.18613344	FAN1	FANCD2/FANCI-associated nuclease 1
212406_s_at	1.67e-03	6.58e-04	3.5102325	-1.233348	0.30511406	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2
210266_s_at	1.68e-03	6.60e-04	-3.5094931	-1.235677	-0.18792097	TRIM33	tripartite motif containing 33
206596_s_at	1.68e-03	6.61e-04	-3.5091736	-1.236683	-0.11067178	NRL	neural retina leucine zipper
222325_at	1.68e-03	6.61e-04	-3.508781	-1.23792	-0.07184173		
215357_s_at	1.68e-03	6.62e-04	-3.5086473	-1.238341	-0.098435	POLDIP3	DNA polymerase delta interacting protein 3
201682_at	1.68e-03	6.62e-04	3.5085265	-1.238721	0.16184068	PMPCB	peptidase, mitochondrial processing beta subunit
205935_at	1.68e-03	6.62e-04	-3.5084691	-1.238902	-0.53924074	FOXF1	forkhead box F1
213039_at	1.68e-03	6.62e-04	-3.5083521	-1.23927	-0.24584975	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18
208633_s_at	1.68e-03	6.63e-04	3.5080978	-1.240071	0.26942981	MACF1	microtubule-actin crosslinking factor 1
64474_g_at	1.68e-03	6.63e-04	3.5079414	-1.240563	0.1658554	MIR1306///DGCR8	microRNA 1306///DGCR8 microprocessor complex subunit
219151_s_at	1.69e-03	6.65e-04	3.5073536	-1.242414	0.21085132	RABL2A///RABL2B	RAB, member of RAS oncogene family-like 2A///RAB, member of RAS oncogene family-like 2B
202843_at	1.69e-03	6.65e-04	3.5073286	-1.242493	0.16865825	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
207532_at	1.69e-03	6.65e-04	-3.5071581	-1.243029	-0.08992805	CRYGD	crystallin gamma D
210104_at	1.69e-03	6.66e-04	3.5066934	-1.244492	0.19175752	MED6	mediator complex subunit 6
217340_at	1.69e-03	6.67e-04	-3.5064488	-1.245262	-0.09717658		
212004_at	1.69e-03	6.68e-04	-3.5059271	-1.246904	-0.10972784	SZRD1	SUZ RNA binding domain containing 1
222372_at	1.70e-03	6.71e-04	-3.504364	-1.251822	-0.17223518	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
209113_s_at	1.70e-03	6.72e-04	3.5042846	-1.252072	0.20791614	HMG20B	high mobility group 20B
206889_at	1.71e-03	6.75e-04	-3.5028129	-1.256701	-0.15653967	PDIA2	protein disulfide isomerase family A member 2
217835_x_at	1.71e-03	6.75e-04	-3.5026614	-1.257177	-0.36045202	TGIF2-C20orf24///C20orf24	TGIF2-C20orf24 readthrough///chromosome 20 open reading frame 24
213389_at	1.71e-03	6.75e-04	-3.5026339	-1.257263	-0.14760557	ZNF592	zinc finger protein 592
205499_at	1.71e-03	6.76e-04	-3.5025144	-1.257639	-0.38791826	SRPX2	sushi repeat containing protein, X-linked 2
210701_at	1.71e-03	6.76e-04	3.50247	-1.257779	0.20700528	CFDP1	craniofacial development protein 1
208012_x_at	1.71e-03	6.76e-04	3.5021408	-1.258814	0.27530289	SP110	SP110 nuclear body protein
201745_at	1.71e-03	6.77e-04	-3.5020812	-1.259001	-0.38902437	TWF1	twinfilin actin binding protein 1
220000_at	1.71e-03	6.77e-04	-3.5017696	-1.259981	-0.10334246	SIGLEC5	sialic acid binding Ig like lectin 5
211489_at	1.72e-03	6.78e-04	-3.5016022	-1.260507	-0.09154562	ADRA1A	adrenoceptor alpha 1A
215320_at	1.72e-03	6.78e-04	-3.5015275	-1.260742	-0.05768965	SPATA31C2	SPATA31 subfamily C member 2
220138_at	1.72e-03	6.78e-04	-3.5014636	-1.260943	-0.17112233	HAND1	heart and neural crest derivatives expressed 1
206620_at	1.72e-03	6.78e-04	-3.5013732	-1.261227	-0.08612347	GRAP	GRB2-related adaptor protein
202407_s_at	1.72e-03	6.79e-04	3.5012172	-1.261718	0.2094626	PRPF31	pre-mRNA processing factor 31
205227_at	1.72e-03	6.79e-04	3.5008178	-1.262973	0.20082685	IL1RAP	interleukin 1 receptor accessory protein
203661_s_at	1.72e-03	6.80e-04	-3.5003713	-1.264377	-0.34652962	TMOD1	tropomodulin 1
217751_at	1.72e-03	6.82e-04	-3.4998626	-1.265975	-0.23589345	GSTK1	glutathione S-transferase kappa 1
210647_x_at	1.72e-03	6.82e-04	-3.499822	-1.266103	-0.15307428	PLA2G6	phospholipase A2 group VI
207779_at	1.72e-03	6.82e-04	3.4997232	-1.266413	0.12137498		
202430_s_at	1.72e-03	6.82e-04	3.4996935	-1.266507	0.35446039	PLSCR1	phospholipid scramblase 1
214392_at	1.73e-03	6.83e-04	-3.4991203	-1.268308	-0.09363404	IRGC	immunity related GTPase cinema
201036_s_at	1.73e-03	6.83e-04	-3.4990709	-1.268463	-0.32899975	HADH	hydroxyacyl-CoA dehydrogenase
220075_s_at	1.73e-03	6.84e-04	-3.4989263	-1.268917	-0.06704571	CDHR5	cadherin related family member 5
220822_at	1.73e-03	6.85e-04	-3.498219	-1.27114	-0.07045863		
201630_s_at	1.73e-03	6.86e-04	3.4977724	-1.272543	0.22718268	ACP1	acid phosphatase 1, soluble
210070_s_at	1.74e-03	6.88e-04	3.4972231	-1.274268	0.27514192	CHKB-CPT1B///CPT1B	CHKB-CPT1B readthrough (NMD candidate)///carnitine palmitoyltransferase 1B
216604_s_at	1.74e-03	6.88e-04	3.4972166	-1.274288	0.34069441	SLC7A8	solute carrier family 7 member 8
220517_at	1.74e-03	6.89e-04	-3.4968196	-1.275535	-0.10100351	VPS13C	vacuolar protein sorting 13 homolog C
214203_s_at	1.74e-03	6.89e-04	3.4966049	-1.276209	0.3882481	LOC102724788///PRODH	proline dehydrogenase 1, mitochondrial///proline dehydrogenase 1
208734_x_at	1.74e-03	6.90e-04	-3.4961521	-1.277631	-0.31201684	RAB2A	RAB2A, member RAS oncogene family
218280_x_at	1.74e-03	6.91e-04	3.4959842	-1.278158	0.46972	HIST2H2AA4///HIST2H2AA3	histone cluster 2, H2aa4///histone cluster 2, H2aa3
210698_at	1.74e-03	6.91e-04	-3.4959152	-1.278375	-0.05596024		
209918_at	1.75e-03	6.91e-04	-3.4957057	-1.279033	-0.14192896	GGTLC2	gamma-glutamyltransferase light chain 2
205992_s_at	1.75e-03	6.93e-04	3.4950438	-1.281111	0.29161425	IL15	interleukin 15
201101_s_at	1.75e-03	6.94e-04	3.4943055	-1.283428	0.26066931	BCLAF1	BCL2 associated transcription factor 1
204638_at	1.75e-03	6.95e-04	3.4941416	-1.283943	0.38660377	ACP5	acid phosphatase 5, tartrate resistant
220706_at	1.75e-03	6.95e-04	-3.4940545	-1.284216	-0.12022471	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7
219942_at	1.75e-03	6.95e-04	-3.4939798	-1.284451	-0.14525029	MYL7	myosin light chain 7
220899_at	1.76e-03	6.97e-04	-3.493133	-1.287108	-0.13262268		
206728_at	1.76e-03	6.97e-04	-3.493119	-1.287152	-0.11441743	ECE2	endothelin converting enzyme 2
213487_at	1.76e-03	6.98e-04	-3.4926636	-1.288581	-0.10056618	MAP2K2	mitogen-activated protein kinase kinase 2
205331_s_at	1.76e-03	6.99e-04	-3.4924846	-1.289143	-0.12927175	REEP2	receptor accessory protein 2
221916_at	1.77e-03	7.00e-04	3.4919291	-1.290885	0.41504823	NEFL	neurofilament, light polypeptide
208782_at	1.77e-03	7.00e-04	3.4918951	-1.290992	0.58823204	FSTL1	follistatin like 1
206524_at	1.77e-03	7.00e-04	-3.4917902	-1.291321	-0.11968018	T	T brachyury transcription factor
219536_s_at	1.77e-03	7.01e-04	3.4915559	-1.292056	0.10952855	ZFP64	ZFP64 zinc finger protein
203206_at	1.77e-03	7.01e-04	-3.4913858	-1.29259	-0.16766844	FAM53B	family with sequence similarity 53 member B
204588_s_at	1.77e-03	7.03e-04	3.49085	-1.29427	0.14537544	SLC7A7	solute carrier family 7 member 7
221924_at	1.77e-03	7.04e-04	3.4901588	-1.296438	0.11494668	ZMIZ2	zinc finger MIZ-type containing 2
202784_s_at	1.78e-03	7.07e-04	3.4890201	-1.300008	0.36591415	NNT	nicotinamide nucleotide transhydrogenase
211033_s_at	1.78e-03	7.07e-04	-3.4887677	-1.300799	-0.18329253	PEX7	peroxisomal biogenesis factor 7
209987_s_at	1.78e-03	7.08e-04	-3.488711	-1.300977	-0.10694063	ASCL1	achaete-scute family bHLH transcription factor 1
209708_at	1.78e-03	7.09e-04	-3.4883164	-1.302214	-0.34012197	MOXD1	monooxygenase DBH like 1
203628_at	1.78e-03	7.09e-04	3.488302	-1.302259	0.46515548	IGF1R	insulin like growth factor 1 receptor
212286_at	1.78e-03	7.09e-04	-3.488242	-1.302447	-0.25218136	ANKRD12	ankyrin repeat domain 12
201192_s_at	1.79e-03	7.09e-04	-3.4880889	-1.302927	-0.27060485	PITPNA	phosphatidylinositol transfer protein alpha
209896_s_at	1.79e-03	7.12e-04	3.4868345	-1.306858	0.31920974	PTPN11	protein tyrosine phosphatase, non-receptor type 11
216432_at	1.80e-03	7.14e-04	-3.4861712	-1.308936	-0.16029592	SLC28A2	solute carrier family 28 member 2
221512_at	1.80e-03	7.14e-04	-3.4860557	-1.309298	-0.15513232	TMEM222	transmembrane protein 222
219607_s_at	1.80e-03	7.14e-04	3.4859905	-1.309502	0.44189662	MS4A4A	membrane spanning 4-domains A4A
213672_at	1.80e-03	7.16e-04	3.4851742	-1.312059	0.20556802	MIR6758///MARS	microRNA 6758///methionyl-tRNA synthetase
220106_at	1.80e-03	7.16e-04	-3.485045	-1.312464	-0.14560457	NPC1L1	NPC1 like intracellular cholesterol transporter 1
216107_at	1.80e-03	7.17e-04	-3.4849358	-1.312806	-0.11701874	LOC100129503	uncharacterized LOC100129503
220334_at	1.80e-03	7.17e-04	-3.4847733	-1.313315	-0.14287112	RGS17	regulator of G-protein signaling 17
206104_at	1.80e-03	7.17e-04	-3.4847111	-1.31351	-0.27911821	ISL1	ISL LIM homeobox 1
219692_at	1.81e-03	7.18e-04	3.4844479	-1.314334	0.29847856	KREMEN2	kringle containing transmembrane protein 2
215488_at	1.81e-03	7.18e-04	-3.4844367	-1.314369	-0.12220267		
91703_at	1.81e-03	7.19e-04	-3.4838638	-1.316163	-0.29525264	EHBP1L1	EH domain binding protein 1 like 1
213968_at	1.81e-03	7.19e-04	-3.4838097	-1.316332	-0.09849451		
202606_s_at	1.81e-03	7.20e-04	3.4836799	-1.316739	0.32323639	TLK1	tousled like kinase 1
208331_at	1.81e-03	7.20e-04	-3.4836522	-1.316825	-0.12995749	BPY2	basic charge, Y-linked, 2
220478_at	1.81e-03	7.20e-04	-3.4834304	-1.31752	-0.16414663	APOL5	apolipoprotein L5
207211_at	1.82e-03	7.23e-04	-3.4823335	-1.320954	-0.13586702	USP2	ubiquitin specific peptidase 2
206608_s_at	1.82e-03	7.24e-04	-3.4819294	-1.322219	-0.10401118	RPGRIP1	retinitis pigmentosa GTPase regulator interacting protein 1
221052_at	1.82e-03	7.24e-04	-3.4818795	-1.322375	-0.15607074	TDRKH	tudor and KH domain containing
211070_x_at	1.82e-03	7.24e-04	-3.4817748	-1.322703	-0.43683641	DBI	diazepam binding inhibitor, acyl-CoA binding protein
200821_at	1.82e-03	7.25e-04	3.4815546	-1.323392	0.30150244	LAMP2	lysosomal associated membrane protein 2
205612_at	1.82e-03	7.25e-04	-3.481361	-1.323998	-0.14485897	MMRN1	multimerin 1
207983_s_at	1.82e-03	7.26e-04	3.4811658	-1.324609	0.35084842	STAG2	stromal antigen 2
215109_at	1.83e-03	7.28e-04	-3.4803235	-1.327244	-0.08438851	RC3H1	ring finger and CCCH-type domains 1
208179_x_at	1.83e-03	7.28e-04	-3.4801795	-1.327695	-0.10579342	KIR2DL3	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3
216864_at	1.83e-03	7.29e-04	-3.4799328	-1.328466	-0.07742973		
214162_at	1.83e-03	7.29e-04	-3.4797635	-1.328996	-0.10116228	ASXL3	additional sex combs like 3, transcriptional regulator
218378_s_at	1.83e-03	7.30e-04	3.4793937	-1.330153	0.15285534	LOC100630923///LOC100289561///PRKRIP1	LOC100289561-PRKRIP1 readthrough///uncharacterized LOC100289561///PRKR interacting protein 1 (IL11 inducible)
207763_at	1.83e-03	7.31e-04	-3.4791029	-1.331062	-0.10284422	S100A5	S100 calcium binding protein A5
217066_s_at	1.83e-03	7.31e-04	-3.4789798	-1.331447	-0.31524139	DMPK	dystrophia myotonica protein kinase
214331_at	1.84e-03	7.33e-04	3.4780885	-1.334235	0.21119644	TSFM	Ts translation elongation factor, mitochondrial
220112_at	1.84e-03	7.34e-04	-3.4777495	-1.335295	-0.08986345	ANKRD55	ankyrin repeat domain 55
204662_at	1.84e-03	7.34e-04	3.4775898	-1.335795	0.13716394	CCP110	centriolar coiled-coil protein 110
206869_at	1.84e-03	7.35e-04	-3.4772393	-1.33689	-0.1013037	CHAD	chondroadherin
216317_x_at	1.84e-03	7.36e-04	-3.4771651	-1.337122	-0.10856468	RHD///RHCE	Rh blood group D antigen///Rh blood group CcEe antigens
204759_at	1.84e-03	7.36e-04	-3.4771348	-1.337217	-0.25871828	RCBTB2	RCC1 and BTB domain containing protein 2
203152_at	1.84e-03	7.36e-04	3.4770957	-1.337339	0.24798727	MRPL40	mitochondrial ribosomal protein L40
212349_at	1.85e-03	7.36e-04	3.4770316	-1.33754	0.13629313	POFUT1	protein O-fucosyltransferase 1
217920_at	1.85e-03	7.36e-04	-3.4769463	-1.337807	-0.1120689	MAN1A2	mannosidase alpha class 1A member 2
207404_s_at	1.85e-03	7.36e-04	-3.4768957	-1.337965	-0.15208732	HTR1E	5-hydroxytryptamine receptor 1E
216701_at	1.85e-03	7.36e-04	-3.4768542	-1.338094	-0.08376913	C1orf68	chromosome 1 open reading frame 68
204123_at	1.85e-03	7.37e-04	3.4766683	-1.338675	0.16248604	LIG3	DNA ligase 3
215459_at	1.85e-03	7.37e-04	-3.4764948	-1.339218	-0.09280991	CTNS	cystinosin, lysosomal cystine transporter
213807_x_at	1.85e-03	7.38e-04	3.4761529	-1.340287	0.13576938	MET	MET proto-oncogene, receptor tyrosine kinase
207093_s_at	1.85e-03	7.38e-04	-3.475979	-1.34083	-0.13473286	LOC101927057///OMG	uncharacterized LOC101927057///oligodendrocyte myelin glycoprotein
214632_at	1.85e-03	7.39e-04	3.4755534	-1.34216	0.21260637	NRP2	neuropilin 2
215390_at	1.85e-03	7.40e-04	3.4753761	-1.342715	0.23061818		
202342_s_at	1.85e-03	7.40e-04	-3.4752709	-1.343043	-0.65057123	TRIM2	tripartite motif containing 2
213562_s_at	1.86e-03	7.42e-04	3.4747012	-1.344824	0.34130224	SQLE	squalene epoxidase
203394_s_at	1.86e-03	7.43e-04	-3.4739886	-1.34705	-0.4234025	HES1	hes family bHLH transcription factor 1
215304_at	1.86e-03	7.43e-04	-3.4739509	-1.347168	-0.18331247		
214712_at	1.86e-03	7.44e-04	-3.4737942	-1.347657	-0.04902498	SNX29P2	sorting nexin 29 pseudogene 2
202312_s_at	1.86e-03	7.44e-04	-3.4735333	-1.348472	-0.08712467	COL1A1	collagen type I alpha 1 chain
202599_s_at	1.87e-03	7.45e-04	3.4731681	-1.349613	0.39292321	NRIP1	nuclear receptor interacting protein 1
220038_at	1.87e-03	7.46e-04	3.4731262	-1.349744	0.24770528	C8orf44-SGK3///SGK3	C8orf44-SGK3 readthrough///serum/glucocorticoid regulated kinase family member 3
